orderdate,status,customername,country,quantityordered,priceeach,productline,productname
2006-01-25,Shipped,Kelly-Doyle,Grenada,17,127.10,Trucks and Buses,Probably Edition
2006-01-25,Shipped,Kelly-Doyle,Grenada,25,129.91,Vintage Cars,1932 Model A Ford J-Coupe
2006-01-25,Shipped,Kelly-Doyle,Grenada,14,150.87,Classic Cars,Wide Series
2006-01-25,Shipped,Kelly-Doyle,Grenada,18,244.30,Vintage Cars,1917 Grand Touring Sedan
2006-01-16,Shipped,"Toms SpezialitÃ¤ten, Ltd",Germany,40,189.84,Classic Cars,1956 Porsche 356A Coupe
2006-01-16,Shipped,"Toms SpezialitÃ¤ten, Ltd",Germany,32,29.28,Classic Cars,Way Replica
2006-01-16,Shipped,"Toms SpezialitÃ¤ten, Ltd",Germany,46,54.05,Vintage Cars,1917 Grand Touring Sedan
2006-01-26,Shipped,Cline-Riley,Mongolia,11,159.14,Classic Cars,Million Model
2006-01-26,Shipped,Cline-Riley,Mongolia,35,192.51,Planes,P-51-D Mustang
2006-01-26,Shipped,Cline-Riley,Mongolia,12,52.60,Vintage Cars,1928 Mercedes-Benz SSK
2006-01-17,Shipped,Cabrera and Sons,Gibraltar,28,223.99,Classic Cars,Customer Series
2006-01-16,Shipped,Heath-Pratt,United States Minor Outlying Islands,36,236.08,Vintage Cars,New Model
2006-01-16,Shipped,Heath-Pratt,United States Minor Outlying Islands,22,235.96,Motorcycles,1936 Harley Davidson El Knucklehead
2006-01-16,Shipped,Heath-Pratt,United States Minor Outlying Islands,13,30.46,Classic Cars,1970 Plymouth Hemi Cuda
2006-01-21,Shipped,Payne and Sons,Saint Barthelemy,28,152.32,Planes,ATA: B757-300
2006-01-20,Shipped,Reims Collectables,France,17,213.34,Planes,Represent Model
2006-01-20,Shipped,Reims Collectables,France,21,122.95,Planes,1980s Black Hawk Helicopter
2006-01-11,Shipped,Lester LLC,Indonesia,40,35.98,Trains,1950's Chicago Surface Lines Streetcar
2006-01-11,Shipped,Lester LLC,Indonesia,34,31.35,Vintage Cars,1912 Ford Model T Delivery Wagon
2006-02-21,Shipped,"AV Stores, Co.",UK,11,100.58,Classic Cars,View Model
2006-02-03,Shipped,Dennis LLC,Cote d'Ivoire,33,101.60,Classic Cars,1965 Aston Martin DB5
2006-02-03,Shipped,Dennis LLC,Cote d'Ivoire,14,147.91,Classic Cars,2002 Chevy Corvette
2006-02-28,Shipped,"Luna, Lindsey and King",United Kingdom,22,246.39,Motorcycles,1969 Harley Davidson Ultimate Chopper
2006-02-28,Shipped,"Luna, Lindsey and King",United Kingdom,37,96.28,Planes,1980s Black Hawk Helicopter
2006-02-12,Shipped,"Myers, Collins and Potter",Sao Tome and Principe,46,39.97,Planes,P-51-D Mustang
2006-02-12,Shipped,"Myers, Collins and Potter",Sao Tome and Principe,12,92.01,Classic Cars,1968 Ford Mustang
2006-02-19,Shipped,West Inc,Iraq,50,142.45,Motorcycles,Want Edition
2006-02-19,Shipped,West Inc,Iraq,40,101.19,Vintage Cars,Oil Model
2006-02-19,Shipped,West Inc,Iraq,16,249.39,Trucks and Buses,Season Edition
2006-02-19,Shipped,West Inc,Iraq,37,136.31,Vintage Cars,1936 Chrysler Airflow
2006-02-12,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),17,41.47,Classic Cars,Safe Edition
2006-02-12,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),17,188.56,Classic Cars,Experience Series
2006-02-12,Shipped,Hernandez-Crawford,Bouvet Island (Bouvetoya),26,209.61,Planes,Behavior Series
2006-02-10,Shipped,West Inc,Iraq,35,113.03,Vintage Cars,Last Model
2006-02-10,Shipped,West Inc,Iraq,41,47.14,Classic Cars,1952 Alpine Renault 1300
2006-02-10,Shipped,West Inc,Iraq,23,57.74,Trucks and Buses,1940 Ford Pickup Truck
2006-02-10,Shipped,West Inc,Iraq,34,132.73,Motorcycles,Choose Replica
2006-02-27,Shipped,Contreras LLC,Nauru,23,216.20,Trucks and Buses,Fill Replica
2006-02-15,Shipped,Royale Belge,Belgium,31,151.16,Trucks and Buses,Like Model
2006-02-10,Shipped,King LLC,New Caledonia,27,62.28,Ships,HMS Bounty
2006-02-10,Shipped,King LLC,New Caledonia,23,146.89,Vintage Cars,1912 Ford Model T Delivery Wagon
2006-02-10,Shipped,King LLC,New Caledonia,21,176.24,Motorcycles,1960 BSA Gold Star DBD34
2006-02-18,Shipped,Microscale Inc.,USA,43,78.67,Motorcycles,1969 Harley Davidson Ultimate Chopper
2006-02-18,Shipped,Microscale Inc.,USA,21,96.92,Trucks and Buses,Nature Replica
2006-02-18,Shipped,Microscale Inc.,USA,30,46.50,Ships,Personal Series
2006-02-18,Shipped,Microscale Inc.,USA,33,95.64,Ships,Easy Model
2006-03-09,Shipped,"Fuller, Garcia and Vaughn",Cape Verde,34,64.99,Classic Cars,Prove Series
2006-03-09,Shipped,"Fuller, Garcia and Vaughn",Cape Verde,26,123.07,Ships,Single Series
2006-03-18,Shipped,"Norway Gifts By Mail, Co.",Norway  ,26,23.54,Classic Cars,Pay Series
2006-03-18,Shipped,"Norway Gifts By Mail, Co.",Norway  ,29,133.20,Motorcycles,2002 Yamaha YZR M1
2006-03-26,Shipped,"Australian Gift Network, Co",Australia,10,206.83,Vintage Cars,1930 Buick Marquette Phaeton
2006-03-25,Shipped,Barton-Gomez,Mali,48,221.79,Trucks and Buses,Assume Edition
2006-03-09,Shipped,"Smith, Jenkins and Taylor",Turkey,20,227.76,Trucks and Buses,Like Model
2006-03-10,Shipped,"Jackson, Welch and Richardson",Tuvalu,17,84.65,Vintage Cars,Woman Replica
2006-03-10,Shipped,"Jackson, Welch and Richardson",Tuvalu,43,166.98,Vintage Cars,1936 Mercedes Benz 500k Roadster
2006-03-10,Shipped,"Jackson, Welch and Richardson",Tuvalu,33,75.08,Trains,1962 City of Detroit Streetcar
2006-03-10,Shipped,"Jackson, Welch and Richardson",Tuvalu,28,35.18,Classic Cars,Safe Edition
2006-03-07,Shipped,"Anton Designs, Ltd.",Spain,23,125.57,Classic Cars,1957 Ford Thunderbird
2006-03-07,Shipped,"Anton Designs, Ltd.",Spain,28,51.06,Vintage Cars,1917 Grand Touring Sedan
2006-03-22,Shipped,Thomas-Jones,Indonesia,23,247.54,Ships,The Titanic
2006-03-28,Shipped,Lyon Souveniers,France,42,92.81,Classic Cars,1962 LanciaA Delta 16V
2006-03-28,Shipped,Lyon Souveniers,France,45,208.91,Classic Cars,Experience Series
2006-03-28,Shipped,Lyon Souveniers,France,24,178.57,Classic Cars,1972 Alfa Romeo GTA
2006-03-28,Shipped,Lyon Souveniers,France,33,202.70,Ships,The USS Constitution Ship
2006-04-01,Shipped,Heintze Collectables,Denmark,27,51.29,Planes,1900s Vintage Tri-Plane
2006-04-15,Shipped,Toys4GrownUps.com,USA,42,154.51,Planes,F/A 18 Hornet 1/72
2006-04-15,Shipped,Toys4GrownUps.com,USA,50,102.13,Vintage Cars,Woman Replica
2006-04-15,Shipped,"Davis, Padilla and Young",Samoa,46,221.78,Vintage Cars,1937 Lincoln Berline
2006-04-15,Shipped,"Davis, Padilla and Young",Samoa,44,67.62,Vintage Cars,Only Replica
2006-04-15,Shipped,"Davis, Padilla and Young",Samoa,47,122.69,Ships,The Titanic
2006-04-15,Shipped,"Davis, Padilla and Young",Samoa,34,152.90,Classic Cars,Concern Model
2006-04-04,Shipped,"Martinez, Mccoy and Williams",Ghana,11,187.43,Classic Cars,1998 Chrysler Plymouth Prowler
2006-04-04,Shipped,"Martinez, Mccoy and Williams",Ghana,19,36.15,Motorcycles,1936 Harley Davidson El Knucklehead
2006-04-04,Shipped,"Martinez, Mccoy and Williams",Ghana,46,49.72,Vintage Cars,1903 Ford Model A
2006-04-04,Shipped,"Martinez, Mccoy and Williams",Ghana,31,81.34,Ships,Single Series
2006-04-03,Shipped,Mini Caravy,France,21,141.01,Ships,HMS Bounty
2006-04-19,Shipped,Auto-Moto Classics Inc.,USA,16,64.23,Ships,Pont Yacht
2006-04-19,Shipped,Auto-Moto Classics Inc.,USA,47,121.99,Trucks and Buses,Season Edition
2006-04-19,Shipped,Auto-Moto Classics Inc.,USA,38,93.89,Trucks and Buses,Performance Model
2006-04-19,Shipped,Auto-Moto Classics Inc.,USA,50,239.46,Classic Cars,View Model
2006-04-20,Shipped,Diecast Classics Inc.,USA,21,218.08,Trucks and Buses,1980âs GM Manhattan Express
2006-04-20,Shipped,Diecast Classics Inc.,USA,15,53.14,Classic Cars,Reveal Replica
2006-04-20,Shipped,Diecast Classics Inc.,USA,34,246.51,Vintage Cars,Arm Series
2006-04-20,Shipped,Diecast Classics Inc.,USA,40,167.43,Classic Cars,1970 Plymouth Hemi Cuda
2006-04-21,Shipped,Microscale Inc.,USA,43,202.68,Ships,Ever Edition
2006-04-10,Shipped,"Fuller, Garcia and Vaughn",Cape Verde,34,106.77,Planes,1900s Vintage Tri-Plane
2006-04-10,Shipped,"Fuller, Garcia and Vaughn",Cape Verde,10,185.12,Vintage Cars,Culture Edition
2006-04-16,Shipped,Horn Group,Pitcairn Islands,27,58.86,Ships,Land Series
2006-04-16,Shipped,Horn Group,Pitcairn Islands,39,73.96,Classic Cars,1956 Porsche 356A Coupe
2006-04-16,Shipped,Horn Group,Pitcairn Islands,50,239.52,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport
2006-04-16,Shipped,Horn Group,Pitcairn Islands,25,240.15,Ships,The USS Constitution Ship
2006-04-11,Shipped,"Toms SpezialitÃ¤ten, Ltd",Germany,48,59.60,Classic Cars,Pattern Replica
2006-04-11,Shipped,"Toms SpezialitÃ¤ten, Ltd",Germany,10,123.23,Classic Cars,Air Replica
2006-05-27,Shipped,Bryant LLC,Guernsey,33,175.12,Trucks and Buses,Senior Replica
2006-05-27,Shipped,Bryant LLC,Guernsey,36,173.52,Classic Cars,What Series
2006-05-27,Shipped,Bryant LLC,Guernsey,28,34.74,Ships,South Model
2006-05-27,Shipped,Bryant LLC,Guernsey,21,53.93,Motorcycles,1969 Harley Davidson Ultimate Chopper
2006-05-08,Shipped,Online Mini Collectables,USA,28,188.76,Classic Cars,Ability Series
2006-05-06,Shipped,Ramos LLC,Burkina Faso,37,176.73,Motorcycles,Sometimes Replica
2006-05-06,Shipped,Ramos LLC,Burkina Faso,14,126.69,Motorcycles,1969 Harley Davidson Ultimate Chopper
2006-05-06,Shipped,Ramos LLC,Burkina Faso,42,214.45,Ships,The Queen Mary
2006-05-18,Shipped,Morgan-Nixon,South Africa,41,36.85,Trucks and Buses,1940 Ford Pickup Truck
2006-05-12,Shipped,"Green, Quinn and Thornton",Hong Kong,20,100.45,Vintage Cars,18th Century Vintage Horse Carriage
2006-05-12,Shipped,"Green, Quinn and Thornton",Hong Kong,12,80.29,Trucks and Buses,Season Edition
2006-05-12,Shipped,"Green, Quinn and Thornton",Hong Kong,49,64.75,Vintage Cars,Cost Edition
2006-05-24,Shipped,"Dean, Frederick and Crawford",Ukraine,17,34.26,Ships,Me Model
2006-05-24,Shipped,"Dean, Frederick and Crawford",Ukraine,29,218.33,Classic Cars,1970 Chevy Chevelle SS 454
2006-05-24,Shipped,"Dean, Frederick and Crawford",Ukraine,26,162.04,Planes,Represent Model
2006-05-24,Shipped,"Dean, Frederick and Crawford",Ukraine,12,147.86,Motorcycles,Want Edition
2006-05-08,Shipped,"La Corne D'abondance, Co.",France,46,65.26,Trucks and Buses,Season Edition
2006-05-08,Shipped,"La Corne D'abondance, Co.",France,33,111.50,Motorcycles,1997 BMW R 1100 S
2006-05-16,Shipped,Allen and Sons,Guam,31,160.83,Motorcycles,2002 Yamaha YZR M1
2006-05-16,Shipped,Allen and Sons,Guam,21,147.54,Ships,Me Model
2006-05-16,Shipped,Allen and Sons,Guam,47,143.63,Classic Cars,1957 Ford Thunderbird
2006-05-28,Shipped,Classic Legends Inc.,USA,12,157.23,Trains,1950's Chicago Surface Lines Streetcar
2006-05-28,Shipped,Classic Legends Inc.,USA,15,26.66,Motorcycles,Like Series
2006-05-28,Shipped,Classic Legends Inc.,USA,39,191.81,Vintage Cars,For Edition
2006-05-28,Shipped,Classic Legends Inc.,USA,39,67.97,Motorcycles,1936 Harley Davidson El Knucklehead
2006-05-20,Shipped,"Carroll, Richardson and Powell",Nicaragua,13,179.12,Classic Cars,1952 Citroen-15CV
2006-06-23,Shipped,Dennis LLC,Cote d'Ivoire,25,213.64,Classic Cars,1952 Alpine Renault 1300
2006-06-10,Shipped,Erickson Inc,Jamaica,14,236.77,Classic Cars,1952 Alpine Renault 1300
2006-06-27,Shipped,Barton-Gomez,Mali,14,59.28,Classic Cars,1992 Porsche Cayenne Turbo Silver
2006-06-27,Shipped,Barton-Gomez,Mali,13,106.84,Classic Cars,Treatment Model
2006-06-27,Shipped,Barton-Gomez,Mali,49,215.90,Classic Cars,Air Replica
2006-06-27,Shipped,Barton-Gomez,Mali,24,204.64,Trucks and Buses,Diamond T620 Semi-Skirted Tanker
2006-06-10,Shipped,Campbell-Taylor,Nigeria,45,229.64,Ships,Dinner Replica
2006-06-10,Shipped,Campbell-Taylor,Nigeria,18,27.13,Trucks and Buses,Nature Replica
2006-06-10,Shipped,Campbell-Taylor,Nigeria,21,200.75,Ships,Cut Edition
2006-06-10,Shipped,Campbell-Taylor,Nigeria,29,248.33,Ships,HMS Bounty
2006-06-04,Shipped,Messner Shopping Network,Germany,29,115.91,Trucks and Buses,1964 Mercedes Tour Bus
2006-06-04,Shipped,Messner Shopping Network,Germany,25,47.94,Motorcycles,1997 BMW R 1100 S
2006-06-04,Shipped,Messner Shopping Network,Germany,36,69.51,Planes,F/A 18 Hornet 1/72
2006-06-04,Shipped,"Lisboa Souveniers, Inc",Portugal,34,192.06,Classic Cars,1965 Aston Martin DB5
2006-06-04,Shipped,"Lisboa Souveniers, Inc",Portugal,32,193.09,Vintage Cars,1904 Buick Runabout
2006-06-04,Shipped,"Lisboa Souveniers, Inc",Portugal,23,221.61,Vintage Cars,1939 Cadillac Limousine
2006-06-10,Shipped,Johnson-Vaughan,Anguilla,37,68.99,Trucks and Buses,Like Model
2006-06-10,Shipped,Johnson-Vaughan,Anguilla,36,107.93,Classic Cars,Prove Series
2006-06-10,Shipped,Johnson-Vaughan,Anguilla,17,137.22,Vintage Cars,1928 Mercedes-Benz SSK
2006-06-10,Shipped,Johnson-Vaughan,Anguilla,45,153.87,Trucks and Buses,Able Series
2006-06-05,Shipped,giftsbymail.co.uk,UK,18,104.37,Vintage Cars,Become Model
2006-06-17,Shipped,Erickson Inc,Jamaica,11,135.13,Motorcycles,1997 BMW R 1100 S
2006-06-17,Shipped,Erickson Inc,Jamaica,17,28.00,Classic Cars,Claim Replica
2006-06-27,Shipped,giftsbymail.co.uk,UK,44,92.84,Trucks and Buses,Season Edition
2006-06-27,Shipped,giftsbymail.co.uk,UK,49,128.00,Ships,Shoulder Series
2006-06-27,Shipped,giftsbymail.co.uk,UK,49,27.56,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet
2006-06-14,Shipped,"Carroll, Richardson and Powell",Nicaragua,15,168.88,Vintage Cars,Standard Edition
2006-06-14,Shipped,"Carroll, Richardson and Powell",Nicaragua,46,133.40,Vintage Cars,1903 Ford Model A
2006-06-14,Shipped,"Carroll, Richardson and Powell",Nicaragua,41,48.70,Classic Cars,Air Replica
2006-06-04,Shipped,Super Scale Inc.,USA,41,33.62,Trucks and Buses,Tax Series
2006-06-04,Shipped,Super Scale Inc.,USA,40,67.02,Trucks and Buses,1957 Chevy Pickup
2006-06-04,Shipped,Super Scale Inc.,USA,10,103.33,Motorcycles,Best Edition
2006-06-09,Shipped,Euro+ Shopping Channel,Spain,33,220.49,Classic Cars,Ability Series
2006-07-25,Shipped,Kelly-Shepherd,Bosnia and Herzegovina,48,129.75,Vintage Cars,For Edition
2006-07-25,Shipped,Kelly-Shepherd,Bosnia and Herzegovina,26,126.08,Vintage Cars,Fine Series
2006-07-11,Shipped,"Mitchell, Sullivan and Bond",Costa Rica,49,124.54,Planes,P-51-D Mustang
2006-07-11,Shipped,"Mitchell, Sullivan and Bond",Costa Rica,50,236.78,Classic Cars,Million Model
2006-07-11,Shipped,"Mitchell, Sullivan and Bond",Costa Rica,50,46.92,Classic Cars,Just Series
2006-07-02,Shipped,Bennett Group,Bermuda,31,142.64,Classic Cars,1968 Dodge Charger
2006-07-10,Shipped,Gift Depot Inc.,USA,49,162.64,Classic Cars,1985 Toyota Supra
2006-07-10,Shipped,Gift Depot Inc.,USA,22,89.58,Trucks and Buses,Price Edition
2006-07-10,Shipped,Gift Depot Inc.,USA,15,228.92,Trucks and Buses,Phone Model
2006-07-10,Shipped,Gift Depot Inc.,USA,39,172.89,Planes,Side Model
2006-07-02,Shipped,Richard Ltd,Belgium,11,170.01,Classic Cars,Adult Edition
2006-07-02,Shipped,Richard Ltd,Belgium,24,61.89,Classic Cars,1952 Citroen-15CV
2006-07-02,Shipped,Richard Ltd,Belgium,40,143.40,Vintage Cars,1940 Ford Delivery Sedan
2006-07-02,Shipped,Richard Ltd,Belgium,20,172.88,Motorcycles,1960 BSA Gold Star DBD34
2006-07-02,Shipped,"Down Under Souveniers, Inc",New Zealand,23,76.26,Classic Cars,1971 Alpine Renault 1600s
2006-07-21,Shipped,Martin LLC,Colombia,49,239.12,Classic Cars,Pay Series
2006-07-01,Shipped,Mckinney Group,Lebanon,34,204.16,Trains,1962 City of Detroit Streetcar
2006-07-01,Shipped,Mckinney Group,Lebanon,47,201.18,Planes,West Series
2006-07-01,Shipped,Mckinney Group,Lebanon,42,148.28,Ships,Must Replica
2006-07-01,Shipped,Mckinney Group,Lebanon,45,172.91,Trucks and Buses,Senior Replica
2006-07-23,Shipped,Garrett-Castro,Nicaragua,21,24.23,Planes,American Airlines: B767-300
2006-07-23,Shipped,Garrett-Castro,Nicaragua,42,101.43,Planes,West Series
2006-07-05,Shipped,"Bavarian Collectables Imports, Co.",Germany,28,224.36,Motorcycles,Democrat Series
2006-07-05,Shipped,"Bavarian Collectables Imports, Co.",Germany,25,59.45,Classic Cars,1958 Chevy Corvette Limited Edition
2006-07-05,Shipped,"Bavarian Collectables Imports, Co.",Germany,33,187.89,Classic Cars,2001 Ferrari Enzo
2006-07-05,Shipped,"Bavarian Collectables Imports, Co.",Germany,35,238.71,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet
2006-07-07,Shipped,"Villa, Marks and Wheeler",Rwanda,46,100.08,Trucks and Buses,1957 Chevy Pickup
2006-07-07,Shipped,"Villa, Marks and Wheeler",Rwanda,30,44.68,Ships,World Model
2006-07-07,Shipped,"Villa, Marks and Wheeler",Rwanda,35,67.00,Planes,Act Edition
2006-07-04,Shipped,Wilson-Aguilar,Comoros,20,149.27,Ships,World Model
2006-07-04,Shipped,Wilson-Aguilar,Comoros,28,86.51,Vintage Cars,Project Series
2006-07-13,Shipped,"Blauer See Auto, Co.",Germany,21,51.86,Classic Cars,Pattern Replica
2006-08-12,Shipped,Horn Group,Pitcairn Islands,10,93.75,Trucks and Buses,1954 Greyhound Scenicruiser
2006-08-12,Shipped,Horn Group,Pitcairn Islands,32,76.41,Planes,ATA: B757-300
2006-08-22,Shipped,Wilcox-Reed,Canada,10,61.29,Classic Cars,Customer Series
2006-08-22,Shipped,Wilcox-Reed,Canada,14,111.85,Ships,Market Series
2006-08-22,Shipped,Schuyler Imports,Netherlands,30,158.48,Planes,P-51-D Mustang
2006-08-22,Shipped,Schuyler Imports,Netherlands,19,54.72,Classic Cars,1952 Alpine Renault 1300
2006-08-22,Shipped,Schuyler Imports,Netherlands,10,234.24,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2006-08-22,Shipped,Schuyler Imports,Netherlands,35,64.46,Classic Cars,1957 Ford Thunderbird
2006-08-24,Shipped,"Australian Gift Network, Co",Australia,43,147.30,Motorcycles,Shake Edition
2006-08-09,Shipped,Richardson-Watkins,Haiti,40,99.22,Classic Cars,1957 Ford Thunderbird
2006-08-09,Shipped,Richardson-Watkins,Haiti,48,106.02,Vintage Cars,1928 Ford Phaeton Deluxe
2006-08-09,Shipped,Richardson-Watkins,Haiti,20,99.19,Ships,Garden Series
2006-08-09,Shipped,Richardson-Watkins,Haiti,20,161.87,Classic Cars,1976 Ford Gran Torino
2006-08-01,Shipped,Collectable Mini Designs Co.,USA,14,190.14,Planes,Show Replica
2006-08-01,Shipped,Collectable Mini Designs Co.,USA,46,78.27,Classic Cars,Among Edition
2006-08-01,Shipped,Collectable Mini Designs Co.,USA,29,51.63,Vintage Cars,Only Replica
2006-08-26,Shipped,Carter PLC,Belize,39,209.83,Planes,Fish Edition
2006-08-26,Shipped,Carter PLC,Belize,42,203.91,Ships,Easy Model
2006-08-14,Shipped,Burgess PLC,Nepal,17,27.45,Classic Cars,1949 Jaguar XK 120
2006-08-14,Shipped,Burgess PLC,Nepal,29,167.86,Classic Cars,1995 Honda Civic
2006-08-14,Shipped,Burgess PLC,Nepal,47,106.30,Ships,1999 Yamaha Speed Boat
2006-08-14,Shipped,Burgess PLC,Nepal,24,243.82,Classic Cars,Claim Replica
2006-08-09,Shipped,Hamilton-Howell,Sao Tome and Principe,12,163.36,Classic Cars,1972 Alfa Romeo GTA
2006-08-09,Shipped,Hamilton-Howell,Sao Tome and Principe,31,70.69,Vintage Cars,1911 Ford Town Car
2006-08-09,Shipped,Hamilton-Howell,Sao Tome and Principe,38,246.38,Ships,Single Series
2006-08-09,Shipped,Hamilton-Howell,Sao Tome and Principe,22,127.31,Motorcycles,Shake Edition
2006-08-27,Shipped,Torres-Elliott,Guatemala,13,108.90,Planes,Create Model
2006-08-27,Shipped,Torres-Elliott,Guatemala,14,155.23,Trucks and Buses,Tax Series
2006-08-27,Shipped,Torres-Elliott,Guatemala,50,246.78,Trucks and Buses,1954 Greyhound Scenicruiser
2006-08-27,Shipped,Torres-Elliott,Guatemala,25,89.25,Motorcycles,2003 Harley-Davidson Eagle Drag Bike
2006-08-18,Shipped,Royale Belge,Belgium,26,247.76,Vintage Cars,Project Series
2006-08-20,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,26,198.68,Motorcycles,1982 Ducati 996 R
2006-08-20,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,27,70.16,Motorcycles,1997 BMW R 1100 S
2006-08-20,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,15,31.72,Vintage Cars,New Model
2006-08-20,Shipped,"Beltran, Quinn and Martinez",Sri Lanka,16,143.37,Trucks and Buses,1964 Mercedes Tour Bus
2006-08-20,Shipped,Souveniers And Things Co.,Australia,19,213.12,Vintage Cars,Pay Model
2006-08-20,Shipped,Souveniers And Things Co.,Australia,15,234.17,Vintage Cars,1917 Grand Touring Sedan
2006-08-02,Shipped,GiftsForHim.com,New Zealand,21,201.02,Classic Cars,1992 Porsche Cayenne Turbo Silver
2006-08-02,Shipped,GiftsForHim.com,New Zealand,32,245.57,Ships,World Model
2006-08-02,Shipped,GiftsForHim.com,New Zealand,27,238.80,Motorcycles,1982 Ducati 996 R
2006-08-06,Shipped,Gill-Jenkins,Albania,38,180.54,Motorcycles,Attention Model
2006-08-06,Shipped,Gill-Jenkins,Albania,41,134.98,Ships,Easy Model
2006-08-06,Shipped,Gill-Jenkins,Albania,16,143.74,Vintage Cars,1917 Maxwell Touring Car
2006-08-19,Shipped,Warburg Exchange,Germany,14,200.74,Classic Cars,1948 Porsche 356-A Roadster
2006-08-16,Shipped,Anderson-Johnson,Mauritania,28,57.08,Ships,Personal Series
2006-09-10,Shipped,Canadian Gift Exchange Network,Canada,37,104.68,Vintage Cars,Only Replica
2006-09-10,Shipped,Canadian Gift Exchange Network,Canada,28,202.13,Motorcycles,1982 Ducati 996 R
2006-09-10,Shipped,Canadian Gift Exchange Network,Canada,10,90.97,Motorcycles,1997 BMW R 1100 S
2006-09-15,Shipped,Webb Group,Malaysia,28,237.35,Planes,1900s Vintage Bi-Plane
2006-09-15,Shipped,Webb Group,Malaysia,16,155.39,Vintage Cars,Woman Replica
2006-09-21,Shipped,Petit Auto,Belgium,42,210.75,Planes,Less Series
2006-09-21,Shipped,Petit Auto,Belgium,46,223.03,Vintage Cars,Know Replica
2006-09-21,Shipped,Petit Auto,Belgium,21,189.12,Classic Cars,1971 Alpine Renault 1600s
2006-09-21,Shipped,Petit Auto,Belgium,40,99.53,Trucks and Buses,Life Model
2006-09-22,Shipped,Gould Inc,Oman,29,135.50,Trucks and Buses,Do Model
2006-09-22,Shipped,Gould Inc,Oman,11,124.44,Planes,1980s Black Hawk Helicopter
2006-09-22,Shipped,Gould Inc,Oman,41,229.79,Classic Cars,Call Replica
2006-09-22,Shipped,Gould Inc,Oman,24,187.08,Classic Cars,1961 Chevrolet Impala
2006-09-05,Shipped,"Dean, Frederick and Crawford",Ukraine,36,204.80,Planes,Pull Series
2006-09-05,Shipped,"Dean, Frederick and Crawford",Ukraine,47,78.21,Motorcycles,1960 BSA Gold Star DBD34
2006-09-05,Shipped,"Dean, Frederick and Crawford",Ukraine,23,144.30,Trucks and Buses,Performance Model
2006-09-02,Shipped,Garcia PLC,Greece,14,240.62,Motorcycles,What Edition
2006-09-19,Shipped,"Kremlin Collectables, Co.",Russia,18,93.26,Trains,Collectable Wooden Train
2006-09-19,Shipped,"Kremlin Collectables, Co.",Russia,50,186.20,Ships,Develop Model
2006-09-19,Shipped,"Kremlin Collectables, Co.",Russia,34,168.38,Ships,The USS Constitution Ship
2006-09-19,Shipped,"Kremlin Collectables, Co.",Russia,27,118.63,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2006-09-26,Shipped,"Australian Collectors, Co.",Australia,29,22.11,Ships,The Schooner Bluenose
2006-09-22,Shipped,Bryant LLC,Guernsey,33,23.56,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster
2006-09-22,Shipped,Bryant LLC,Guernsey,23,240.26,Classic Cars,1992 Porsche Cayenne Turbo Silver
2006-09-23,Shipped,Burke PLC,San Marino,10,28.94,Classic Cars,1952 Citroen-15CV
2006-09-23,Shipped,Burke PLC,San Marino,43,185.05,Trucks and Buses,Girl Edition
2006-09-18,Shipped,Warburg Exchange,Germany,44,199.18,Planes,1900s Vintage Bi-Plane
2006-09-18,Shipped,Warburg Exchange,Germany,44,228.41,Trucks and Buses,Recently Edition
2006-09-18,Shipped,Warburg Exchange,Germany,34,128.97,Classic Cars,Who Edition
2006-09-18,Shipped,Warburg Exchange,Germany,48,141.85,Vintage Cars,Movie Edition
2006-09-27,Shipped,Obrien and Sons,Honduras,45,194.22,Classic Cars,1958 Chevy Corvette Limited Edition
2006-09-27,Shipped,Obrien and Sons,Honduras,14,99.08,Vintage Cars,Become Model
2006-09-27,Shipped,Obrien and Sons,Honduras,46,165.03,Vintage Cars,Culture Edition
2006-09-27,Shipped,Obrien and Sons,Honduras,11,218.24,Classic Cars,1969 Dodge Super Bee
2006-10-13,Shipped,Obrien and Sons,Honduras,11,55.51,Planes,Side Model
2006-10-13,Shipped,Obrien and Sons,Honduras,21,165.68,Motorcycles,1997 BMW R 1100 S
2006-10-13,Shipped,Obrien and Sons,Honduras,50,112.78,Planes,Show Replica
2006-10-13,Shipped,Obrien and Sons,Honduras,39,221.36,Classic Cars,Adult Edition
2006-10-28,Shipped,Gould Inc,Oman,28,47.35,Planes,Responsibility Model
2006-10-28,Shipped,Gould Inc,Oman,32,132.41,Classic Cars,What Series
2006-10-28,Shipped,Gould Inc,Oman,47,37.79,Trucks and Buses,1957 Chevy Pickup
2006-10-25,Shipped,"Norway Gifts By Mail, Co.",Norway  ,22,25.08,Motorcycles,1960 BSA Gold Star DBD34
2006-10-20,Shipped,ANG Resellers,Spain,40,61.68,Ships,The USS Constitution Ship
